,Nome,Sobrenome,Nacionalidade,Posição, Clube,Liga,Idade,Ano em que nasceu,Jogos em que entrou,Jogos Iniciados,Minutos jogados,90 min jogados,Gols,Assist,G+A,Gols Normais,Penâltis Batidos,Penâltis Tentados,Cartões Amarelos,Cartões Vermelhos,Gols esperados,Gols normais previstos,Gols Assistidos Esperados,"Gols esperados,exceto pênaltis,+gols assistidos",Carregada Progressiva,Passes Progressivos,Passes Progressivos Recebidos,Gols/90min,Assis/90min,(Gols+Assis)/90min,Gols Normais/90min,(Gols normais+Assis)/90min,Gols previstos por 90min,Gols Assistidos esperados em 90min, Gols esperados+gols previstos em 90min,Gols normais previstos em 90min,"Gols esperados,exceto pênaltis,+gols assistidos em 90min"
2371,Jack,Stephens,ENG,ZG,Southampton,Premier League,29,1994,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",3,3,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2372,Jack,Stephens,ENG,ZG,Bournemouth,Premier League,29,1994,15,13,1.173,13.0,0,0,0,0,0,0,3,0,0.4,0.4,0.2,"0,6",7,34,3,"0,00","0,00","0,00","0,00","0,00","0,03","0,02","0,05","0,03","0,05"
2373,Raheem,Sterling,ENG,"AT,LT",Chelsea,Premier League,28,1994,25,20,1.643,18.3,4,3,7,4,0,0,4,0,4.6,4.6,4.2,"8,8",68,51,157,"0,22","0,16","0,38","0,22","0,38","0,25","0,23","0,48","0,25","0,48"
2374,Angelo,Stiller, GER,LT,Hoffenheim, Bundesliga,22,2001,19,6,670,7.4,1,1,2,1,0,0,0,0,0.3,0.3,0.5,"0,8",4,31,16,"0,13","0,13","0,27","0,13","0,27","0,04","0,06","0,10","0,04","0,10"
2375,Lars,Stindl, GER,"AT,LT",M'Gladbach, Bundesliga,34,1988,26,19,1.607,17.9,6,6,12,6,0,0,8,0,3.8,3.8,4.3,"8,1",20,62,77,"0,34","0,34","0,67","0,34","0,67","0,21","0,24","0,45","0,21","0,45"
2376,Kevin,Stöger, AUT,LT,Bochum, Bundesliga,29,1993,29,27,2.366,26.3,4,1,5,1,3,3,2,0,4.3,1.9,5.2,"7,1",37,187,90,"0,15","0,04","0,19","0,04","0,08","0,16","0,20","0,36","0,07","0,27"
2377,Petar,Stojanović, SVN,ZG,Empoli, Serie A,27,1995,24,15,1.423,15.8,0,1,1,0,0,0,3,0,0.2,0.2,0.9,"1,2",46,85,46,"0,00","0,06","0,06","0,00","0,06","0,02","0,06","0,08","0,02","0,08"
2378,John,Stones,ENG,"ZG,LT",Manchester City,Premier League,28,1994,21,20,1.729,19.2,2,2,4,2,0,0,2,0,1.0,1.0,1.3,"2,4",27,99,34,"0,10","0,10","0,21","0,10","0,21","0,05","0,07","0,12","0,05","0,12"
2379,Jørgen,Strand Larsen, NOR,AT,Celta Vigo, La Liga,23,2000,28,17,1.468,16.3,3,4,7,3,0,0,4,0,4.9,4.9,2.0,"6,9",12,11,64,"0,18","0,25","0,43","0,18","0,43","0,30","0,12","0,42","0,30","0,42"
2380,Gabriel,Strefezza, BRA,"AT,LT",Lecce, Serie A,26,1997,31,26,2.124,23.6,8,2,10,6,2,2,5,0,5.0,3.4,3.8,"7,2",62,95,153,"0,34","0,08","0,42","0,25","0,34","0,21","0,16","0,37","0,14","0,31"
2381,Dávid,Strelec, SVK,AT,Spezia, Serie A,22,2001,7,1,169,1.9,0,0,0,0,0,0,0,0,0.5,0.5,0.1,"0,6",2,1,14,"0,00","0,00","0,00","0,00","0,00","0,28","0,05","0,33","0,28","0,33"
2382,Pascal,Struijk, NED,ZG,Leeds United,Premier League,23,1999,26,24,2.058,22.9,2,1,3,2,0,0,4,0,1.3,1.3,2.3,"3,6",22,114,45,"0,09","0,04","0,13","0,09","0,13","0,06","0,10","0,16","0,06","0,16"
2383,Cristhian,Stuani, URU,AT,Girona, La Liga,36,1986,27,6,871,9.7,7,0,7,3,4,5,7,0,8.1,4.1,0.9,"5,0",1,9,21,"0,72","0,00","0,72","0,31","0,31","0,83","0,09","0,92","0,42","0,52"
2384,Damián,Suárez, URU,"ZG,LT",Getafe, La Liga,35,1988,24,22,1.621,18.0,1,0,1,1,0,0,5,0,0.4,0.4,1.4,"1,7",16,72,61,"0,06","0,00","0,06","0,06","0,06","0,02","0,08","0,10","0,02","0,10"
2385,Denis,Suárez, ESP,LT,Espanyol, La Liga,29,1994,13,6,599,6.7,0,0,0,0,0,0,2,0,0.4,0.4,0.8,"1,2",18,28,24,"0,00","0,00","0,00","0,00","0,00","0,06","0,12","0,18","0,06","0,18"
2386,Mario,Suárez, ESP,"ZG,LT",Rayo Vallecano, La Liga,36,1987,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2387,Gabriel,Suazo, CHI,ZG,Toulouse, Ligue 1,25,1997,15,11,989,11.0,0,1,1,0,0,0,1,0,0.1,0.1,0.6,"0,6",19,53,47,"0,00","0,09","0,09","0,00","0,09","0,01","0,05","0,06","0,01","0,06"
2388,Isaac,Success, NGA,AT,Udinese, Serie A,27,1996,30,21,1.816,20.2,1,6,7,1,0,0,4,0,3.3,3.3,4.0,"7,3",37,53,200,"0,05","0,30","0,35","0,05","0,35","0,17","0,20","0,36","0,17","0,36"
2389,Niklas,Süle, GER,ZG,Dortmund, Bundesliga,27,1995,26,20,1.848,20.5,1,3,4,1,0,0,2,0,1.7,1.7,1.9,"3,6",28,104,51,"0,05","0,15","0,19","0,05","0,19","0,08","0,09","0,17","0,08","0,17"
2390,Ibrahim,Sulemana, GHA,LT,Hellas Verona, Serie A,19,2003,13,3,387,4.3,0,0,0,0,0,0,3,0,0.3,0.3,0.2,"0,5",3,12,5,"0,00","0,00","0,00","0,00","0,00","0,07","0,05","0,12","0,07","0,12"
2391,Kamaldeen,Sulemana, GHA,"AT,LT",Southampton,Premier League,21,2002,15,9,832,9.2,0,1,1,0,0,0,1,0,1.0,1.0,1.2,"2,2",28,33,75,"0,00","0,11","0,11","0,00","0,11","0,11","0,13","0,24","0,11","0,24"
2392,Kamaldeen,Sulemana, GHA,"AT,LT",Rennes, Ligue 1,21,2002,14,2,326,3.6,1,0,1,1,0,0,1,0,1.4,1.4,0.6,"1,9",17,18,57,"0,28","0,00","0,28","0,28","0,28","0,38","0,16","0,54","0,38","0,54"
2393,Crysencio,Summerville, NED,AT,Leeds United,Premier League,21,2001,27,12,1.397,15.5,4,2,6,4,0,0,3,0,2.6,2.6,1.6,"4,2",49,45,87,"0,26","0,13","0,39","0,26","0,39","0,17","0,10","0,27","0,17","0,27"
2394,Ivan,Šunjić, CRO,LT,Hertha BSC, Bundesliga,26,1996,18,12,993,11.0,0,0,0,0,0,0,4,0,0.6,0.6,0.2,"0,8",6,30,6,"0,00","0,00","0,00","0,00","0,00","0,06","0,01","0,07","0,06","0,07"
2395,Sam,Surridge,ENG,AT,Nott'ham Forest,Premier League,24,1998,19,1,321,3.6,1,0,1,1,0,0,2,0,1.8,1.8,0.1,"1,8",2,6,17,"0,28","0,00","0,28","0,28","0,28","0,50","0,02","0,52","0,50","0,52"
2396,Yuito,Suzuki, JPN,"AT,LT",Strasbourg, Ligue 1,21,2001,2,0,24,0.3,1,0,1,1,0,0,0,0,0.1,0.1,0.0,"0,1",2,2,4,"3,75","0,00","3,75","3,75","3,75","0,51","0,00","0,51","0,51","0,51"
2397,Mattias,Svanberg, SWE,"LT,AT",Wolfsburg, Bundesliga,24,1999,29,20,1.720,19.1,4,6,10,4,0,0,4,0,3.5,3.5,4.8,"8,3",27,71,70,"0,21","0,31","0,52","0,21","0,52","0,18","0,25","0,44","0,18","0,44"
2398,Williot,Swedberg, SWE,LT,Celta Vigo, La Liga,19,2004,3,0,53,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,"0,0",1,4,4,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2399,Issiaga,Sylla, GUI,ZG,Montpellier, Ligue 1,29,1994,13,13,1.125,12.5,1,3,4,1,0,0,0,0,0.7,0.7,2.0,"2,7",27,66,57,"0,08","0,24","0,32","0,08","0,32","0,06","0,16","0,21","0,06","0,21"
2400,Issiaga,Sylla, GUI,ZG,Toulouse, Ligue 1,29,1994,17,16,1.372,15.2,0,0,0,0,0,0,3,0,0.4,0.4,0.5,"0,9",51,95,107,"0,00","0,00","0,00","0,00","0,00","0,03","0,03","0,06","0,03","0,06"
2401,Wojciech,Szczęsny, POL,G,Juventus, Serie A,33,1990,25,25,2.202,24.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2402,Dominik,Szoboszlai, HUN,"LT,AT",RB Leipzig, Bundesliga,22,2000,28,26,2.241,24.9,4,8,12,4,0,0,4,2,3.7,3.7,8.1,"11,8",71,140,143,"0,16","0,32","0,48","0,16","0,48","0,15","0,32","0,47","0,15","0,47"
2403,Alexander,Sørloth, NOR,AT,Real Sociedad, La Liga,27,1995,29,24,2.032,22.6,10,1,11,10,0,0,4,0,10.0,10.0,3.6,"13,6",28,17,111,"0,44","0,04","0,49","0,44","0,49","0,44","0,16","0,60","0,44","0,60"
2404,Alexander,Sørloth, NOR,AT,RB Leipzig, Bundesliga,27,1995,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,"0,0",0,0,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2405,Nicolás,Tagliafico, ARG,ZG,Lyon, Ligue 1,30,1992,30,30,2.631,29.2,1,3,4,1,0,0,4,0,2.3,1.8,3.9,"5,6",31,136,155,"0,03","0,10","0,14","0,03","0,14","0,08","0,13","0,21","0,06","0,19"
2406,Jonathan,Tah, GER,ZG,Leverkusen, Bundesliga,27,1996,30,25,2.217,24.6,1,0,1,1,0,0,6,0,1.1,1.1,0.4,"1,5",4,45,4,"0,04","0,00","0,04","0,04","0,04","0,04","0,02","0,06","0,04","0,06"
2407,Benjamin,Tahirovic, BIH,LT,Roma, Serie A,20,2003,8,1,145,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.2,"0,2",0,3,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,10","0,10","0,00","0,10"
2408,Waniss,Taibi, FRA,LT,Angers, Ligue 1,21,2002,11,1,189,2.1,0,1,1,0,0,0,1,0,0.3,0.3,0.1,"0,4",8,16,7,"0,00","0,48","0,48","0,00","0,48","0,15","0,03","0,18","0,15","0,18"
2409,Flavien,Tait, FRA,LT,Rennes, Ligue 1,30,1993,28,19,1.647,18.3,2,2,4,2,0,0,2,0,2.1,2.1,2.1,"4,2",51,152,55,"0,11","0,11","0,22","0,11","0,22","0,11","0,12","0,23","0,11","0,23"
2410,Montassar,Talbi, TUN,ZG,Lorient, Ligue 1,24,1998,34,34,3.060,34.0,1,2,3,1,0,0,0,0,0.7,0.7,0.5,"1,1",12,53,0,"0,03","0,06","0,09","0,03","0,09","0,02","0,01","0,03","0,02","0,03"
2411,Adrien,Tameze, CMR,LT,Hellas Verona, Serie A,29,1994,33,31,2.700,30.0,0,0,0,0,0,0,2,0,0.7,0.7,0.8,"1,5",26,93,47,"0,00","0,00","0,00","0,00","0,00","0,02","0,03","0,05","0,02","0,05"
2412,Japhet,Tanganga,ENG,ZG,Tottenham,Premier League,24,1999,4,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1,5,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2413,Renato,Tapia, PER,"LT,ZG",Celta Vigo, La Liga,27,1995,24,13,1.164,12.9,0,0,0,0,0,0,6,1,0.7,0.7,1.1,"1,8",11,57,8,"0,00","0,00","0,00","0,00","0,00","0,06","0,08","0,14","0,06","0,14"
2414,Edmond,Tapsoba, BFA,ZG,Leverkusen, Bundesliga,24,1999,30,29,2.601,28.9,1,0,1,0,1,2,4,0,2.3,0.7,0.9,"1,7",32,147,8,"0,03","0,00","0,03","0,00","0,00","0,08","0,03","0,11","0,02","0,06"
2415,Florian,Tardieu, FRA,LT,Troyes, Ligue 1,31,1992,14,11,1.008,11.2,3,0,3,0,3,3,2,0,2.9,0.5,1.0,"1,5",20,83,17,"0,27","0,00","0,27","0,00","0,00","0,26","0,09","0,35","0,05","0,14"
2416,Matt,Targett,ENG,ZG,Newcastle Utd,Premier League,27,1995,15,5,535,5.9,0,0,0,0,0,0,1,0,0.0,0.0,0.4,"0,4",3,42,13,"0,00","0,00","0,00","0,00","0,00","0,00","0,07","0,07","0,00","0,07"
2417,James,Tarkowski,ENG,ZG,Everton,Premier League,30,1992,35,35,3.150,35.0,1,1,2,1,0,0,6,0,2.5,2.5,2.2,"4,7",13,99,7,"0,03","0,03","0,06","0,03","0,06","0,07","0,06","0,13","0,07","0,13"
2418,Ciprian,Tătărușanu, ROU,G,Milan, Serie A,37,1986,16,16,1.440,16.0,0,1,1,0,0,0,0,0,0.0,0.0,0.5,"0,5",0,0,0,"0,00","0,06","0,06","0,00","0,06","0,00","0,03","0,03","0,00","0,03"
2419,Niklas,Tauer, GER,"ZG,LT",Mainz 05, Bundesliga,22,2001,3,0,93,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",1,6,4,"0,00","0,00","0,00","0,00","0,00","0,07","0,00","0,07","0,07","0,07"
2420,Nuno,Tavares, POR,"ZG,LT",Marseille, Ligue 1,23,2000,28,23,2.251,25.0,6,0,6,6,0,0,5,1,4.3,4.3,2.6,"6,9",93,108,234,"0,24","0,00","0,24","0,24","0,24","0,17","0,11","0,28","0,17","0,28"
2421,Marcus,Tavernier,ENG,"LT,AT",Bournemouth,Premier League,24,1999,23,19,1.743,19.4,5,4,9,5,0,0,1,0,3.1,3.1,2.9,"6,0",67,56,137,"0,26","0,21","0,46","0,26","0,46","0,16","0,15","0,31","0,16","0,31"
2422,Enzo,Tchato, CMR,ZG,Montpellier, Ligue 1,20,2002,19,10,995,11.1,1,1,2,1,0,0,1,0,0.4,0.4,1.1,"1,5",22,32,56,"0,09","0,09","0,18","0,09","0,18","0,03","0,10","0,13","0,03","0,13"
2423,Aurélien,Tchouaméni, FRA,LT,Real Madrid, La Liga,23,2000,28,21,1.813,20.1,0,4,4,0,0,0,1,0,1.7,1.7,2.1,"3,8",36,123,19,"0,00","0,20","0,20","0,00","0,20","0,08","0,11","0,19","0,08","0,19"
2424,Mathys,Tel, FRA,AT,Bayern Munich, Bundesliga,18,2005,19,1,377,4.2,4,0,4,4,0,0,2,0,2.1,2.1,0.4,"2,5",12,9,54,"0,95","0,00","0,95","0,95","0,95","0,49","0,11","0,60","0,49","0,60"
2425,Semir,Telalovic, GER,"LT,AT",M'Gladbach, Bundesliga,23,1999,3,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,74","0,00","0,74","0,74","0,74"
2426,Alex,Telles, BRA,ZG,Sevilla, La Liga,30,1992,23,12,1.145,12.7,0,2,2,0,0,0,5,0,0.4,0.4,1.6,"1,9",19,32,75,"0,00","0,16","0,16","0,00","0,16","0,03","0,12","0,15","0,03","0,15"
2427,Marc-André,ter Stegen, GER,G,Barcelona, La Liga,31,1992,33,33,2.970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,"0,3",0,3,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,00","0,01"
2428,Simon,Terodde, GER,AT,Schalke 04, Bundesliga,35,1988,31,20,1.747,19.4,4,0,4,4,0,1,4,0,6.3,5.5,2.2,"7,7",5,19,67,"0,21","0,00","0,21","0,21","0,21","0,32","0,11","0,44","0,28","0,40"
2429,Filippo,Terracciano, ITA,"ZG,LT",Hellas Verona, Serie A,20,2003,18,5,698,7.8,0,0,0,0,0,0,2,0,0.1,0.1,0.9,"1,0",14,32,23,"0,00","0,00","0,00","0,00","0,00","0,02","0,11","0,13","0,02","0,13"
2430,Pietro,Terracciano, ITA,G,Fiorentina, Serie A,33,1990,29,29,2.610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2431,Ramón,Terrats, ESP,LT,Villarreal, La Liga,22,2000,12,9,639,7.1,1,1,2,1,0,0,1,0,0.9,0.9,1.4,"2,3",19,36,24,"0,14","0,14","0,28","0,14","0,28","0,12","0,20","0,32","0,12","0,32"
2432,Ramón,Terrats, ESP,LT,Girona, La Liga,22,2000,8,2,212,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,"0,2",4,6,4,"0,00","0,00","0,00","0,00","0,00","0,08","0,02","0,10","0,08","0,10"
2433,Martin,Terrier, FRA,"AT,LT",Rennes, Ligue 1,26,1997,16,16,1.319,14.7,9,4,13,9,0,0,0,0,5.6,5.6,3.4,"9,0",34,60,137,"0,61","0,27","0,89","0,61","0,89","0,38","0,23","0,61","0,38","0,61"
2434,Aleksa,Terzić, SRB,ZG,Fiorentina, Serie A,23,1999,18,6,679,7.5,1,0,1,1,0,0,1,0,0.4,0.4,1.3,"1,7",39,36,46,"0,13","0,00","0,13","0,13","0,13","0,05","0,18","0,23","0,05","0,23"
2435,Kenny,Tete, NED,ZG,Fulham,Premier League,27,1995,28,26,2.299,25.5,0,5,5,0,0,0,8,0,0.5,0.5,1.9,"2,4",63,89,61,"0,00","0,20","0,20","0,00","0,20","0,02","0,07","0,09","0,02","0,09"
2436,Florian,Thauvin, FRA,"AT,LT",Udinese, Serie A,30,1993,13,3,388,4.3,0,0,0,0,0,0,1,0,0.4,0.4,0.8,"1,2",12,16,36,"0,00","0,00","0,00","0,00","0,00","0,09","0,18","0,27","0,09","0,27"
2437,Arthur,Theate, BEL,ZG,Rennes, Ligue 1,22,2000,33,33,2.947,32.7,3,0,3,3,0,0,5,0,3.7,3.7,0.6,"4,4",35,235,3,"0,09","0,00","0,09","0,09","0,09","0,11","0,02","0,13","0,11","0,13"
2438,Malick,Thiaw, GER,ZG,Milan, Serie A,21,2001,17,12,1.093,12.1,0,0,0,0,0,0,5,0,0.8,0.8,0.2,"0,9",6,47,2,"0,00","0,00","0,00","0,00","0,00","0,06","0,01","0,08","0,06","0,08"
2439,Malick,Thiaw, GER,ZG,Schalke 04, Bundesliga,21,2001,3,3,270,3.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,"0,2",1,3,0,"0,00","0,00","0,00","0,00","0,00","0,08","0,00","0,08","0,08","0,08"
2440,Jan,Thielmann, GER,AT,Köln, Bundesliga,20,2002,20,6,737,8.2,2,2,4,2,0,0,4,0,0.8,0.8,0.4,"1,1",20,14,51,"0,24","0,24","0,49","0,24","0,49","0,09","0,04","0,14","0,09","0,14"
2441,Sada,Thioub, SEN,"AT,ZG",Angers, Ligue 1,27,1995,23,7,745,8.3,1,2,3,1,0,0,3,0,1.3,1.3,1.3,"2,6",16,46,69,"0,12","0,24","0,36","0,12","0,36","0,16","0,16","0,32","0,16","0,32"
2442,Luke,Thomas,ENG,ZG,Leicester City,Premier League,21,2001,14,9,869,9.7,0,0,0,0,0,0,2,0,0.1,0.1,0.7,"0,8",8,41,12,"0,00","0,00","0,00","0,00","0,00","0,01","0,07","0,08","0,01","0,08"
2443,Adrien,Thomasson, FRA,LT,Strasbourg, Ligue 1,29,1993,15,10,937,10.4,0,2,2,0,0,0,2,0,1.5,1.5,1.9,"3,4",15,41,73,"0,00","0,19","0,19","0,00","0,19","0,15","0,18","0,33","0,15","0,33"
2444,Adrien,Thomasson, FRA,"LT,AT",Lens, Ligue 1,29,1993,16,12,964,10.7,3,3,6,3,0,0,1,0,2.1,2.1,1.6,"3,8",15,42,73,"0,28","0,28","0,56","0,28","0,56","0,20","0,15","0,35","0,20","0,35"
2445,Morten,Thorsby, NOR,LT,Union Berlin, Bundesliga,27,1996,22,7,760,8.4,1,1,2,1,0,0,3,0,0.6,0.6,0.5,"1,1",0,15,19,"0,12","0,12","0,24","0,12","0,24","0,07","0,06","0,13","0,07","0,13"
2446,Kristian,Thorstvedt, NOR,LT,Sassuolo, Serie A,24,1999,28,12,1.059,11.8,2,1,3,2,0,0,4,0,2.1,2.1,1.1,"3,2",30,57,51,"0,17","0,08","0,25","0,17","0,25","0,18","0,10","0,28","0,18","0,28"
2447,Marcus,Thuram, FRA,AT,M'Gladbach, Bundesliga,25,1997,28,26,2.353,26.1,13,5,18,13,0,0,3,0,15.1,15.1,4.9,"20,0",70,44,151,"0,50","0,19","0,69","0,50","0,69","0,58","0,19","0,77","0,58","0,77"
2448,Khéphren,Thuram-Ulie, FRA,LT,Nice, Ligue 1,22,2001,34,29,2.505,27.8,2,4,6,2,0,0,3,0,3.2,3.2,5.1,"8,3",92,128,77,"0,07","0,14","0,22","0,07","0,22","0,12","0,18","0,30","0,12","0,30"
2449,Alexis,Tibidi, FRA,"AT,LT",Troyes, Ligue 1,19,2003,3,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1,0,4,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2450,Youri,Tielemans, BEL,LT,Leicester City,Premier League,26,1997,28,24,2.074,23.0,3,1,4,2,1,2,4,0,2.5,0.9,4.2,"5,1",35,171,53,"0,13","0,04","0,17","0,09","0,13","0,11","0,18","0,29","0,04","0,22"
2451,Kieran,Tierney,t SCO,ZG,Arsenal,Premier League,25,1997,24,5,666,7.4,0,1,1,0,0,0,0,0,0.3,0.3,0.3,"0,6",24,31,26,"0,00","0,14","0,14","0,00","0,14","0,04","0,05","0,08","0,04","0,08"
2452,Steffen,Tigges, GER,AT,Köln, Bundesliga,24,1998,28,16,1.469,16.3,5,1,6,5,0,0,1,0,3.5,3.5,1.8,"5,3",20,30,79,"0,31","0,06","0,37","0,31","0,37","0,21","0,11","0,32","0,21","0,32"
2453,Jean-Clair,Todibo, FRA,ZG,Nice, Ligue 1,23,1999,31,30,2.600,28.9,0,0,0,0,0,0,4,2,0.6,0.6,0.2,"0,7",20,136,6,"0,00","0,00","0,00","0,00","0,00","0,02","0,01","0,03","0,02","0,03"
2454,Harry,Toffolo,ENG,ZG,Nott'ham Forest,Premier League,27,1995,17,9,894,9.9,0,0,0,0,0,0,2,0,0.3,0.3,0.8,"1,0",8,28,42,"0,00","0,00","0,00","0,00","0,00","0,03","0,08","0,10","0,03","0,10"
2455,Umut,Tohumcu, GER,LT,Hoffenheim, Bundesliga,18,2004,7,2,244,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,2",2,7,3,"0,00","0,00","0,00","0,00","0,00","0,04","0,02","0,06","0,04","0,06"
2456,Karl,Toko Ekambi, CMR,"LT,AT",Rennes, Ligue 1,30,1992,13,7,648,7.2,1,1,2,1,0,0,0,0,2.3,2.3,1.0,"3,3",25,16,63,"0,14","0,14","0,28","0,14","0,28","0,32","0,14","0,46","0,32","0,46"
2457,Karl,Toko Ekambi, CMR,"AT,LT",Lyon, Ligue 1,30,1992,19,15,1.353,15.0,4,2,6,4,0,0,1,0,4.4,4.4,3.0,"7,4",58,36,188,"0,27","0,13","0,40","0,27","0,40","0,30","0,20","0,49","0,30","0,49"
2458,Corentin,Tolisso, FRA,LT,Lyon, Ligue 1,28,1994,26,21,1.697,18.9,1,2,3,1,0,0,3,0,1.4,1.4,3.7,"5,1",26,194,48,"0,05","0,11","0,16","0,05","0,16","0,07","0,19","0,27","0,07","0,27"
2459,Jeremy,Toljan, GER,ZG,Sassuolo, Serie A,28,1994,28,26,2.417,26.9,0,1,1,0,0,0,3,0,0.5,0.5,2.4,"3,0",48,128,89,"0,00","0,04","0,04","0,00","0,04","0,02","0,09","0,11","0,02","0,11"
2460,Rafael,Tolói, ITA,ZG,Atalanta, Serie A,32,1990,28,28,2.425,26.9,2,1,3,2,0,0,6,0,2.8,2.8,1.0,"3,9",19,122,29,"0,07","0,04","0,11","0,07","0,11","0,10","0,04","0,14","0,10","0,14"
2461,Raúl,de Tomás, ESP,AT,Rayo Vallecano, La Liga,28,1994,14,5,499,5.5,1,0,1,1,0,1,1,0,3.0,2.3,0.4,"2,7",5,9,28,"0,18","0,00","0,18","0,18","0,18","0,55","0,08","0,63","0,41","0,48"
2462,Tiago,Tomás, POR,"AT,LT",Stuttgart, Bundesliga,20,2002,24,14,1.132,12.6,2,3,5,2,0,0,2,0,2.3,2.3,3.5,"5,8",27,19,78,"0,16","0,24","0,40","0,16","0,40","0,18","0,28","0,46","0,18","0,46"
2463,Takehiro,Tomiyasu, JPN,ZG,Arsenal,Premier League,24,1998,21,6,663,7.4,0,1,1,0,0,0,2,0,0.2,0.2,0.6,"0,8",14,51,28,"0,00","0,14","0,14","0,00","0,14","0,03","0,08","0,11","0,03","0,11"
2464,James,Tomkins,ENG,ZG,Crystal Palace,Premier League,34,1989,6,3,338,3.8,1,0,1,1,0,0,3,1,1.0,1.0,0.0,"1,0",1,2,1,"0,27","0,00","0,27","0,27","0,27","0,27","0,00","0,27","0,27","0,27"
2465,Fikayo,Tomori,ENG,ZG,Milan, Serie A,25,1997,29,28,2.417,26.9,1,0,1,1,0,0,5,0,1.3,1.3,0.8,"2,1",22,99,9,"0,04","0,00","0,04","0,04","0,04","0,05","0,03","0,08","0,05","0,08"
2466,Sandro,Tonali, ITA,LT,Milan, Serie A,23,2000,30,26,2.363,26.3,2,6,8,2,0,0,7,0,2.1,2.1,4.2,"6,3",54,132,65,"0,08","0,23","0,30","0,08","0,30","0,08","0,16","0,24","0,08","0,24"
2467,Lorenzo,Tonelli, ITA,ZG,Empoli, Serie A,33,1990,1,0,19,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2468,Ivan,Toney,ENG,AT,Brentford,Premier League,27,1996,33,33,2.951,32.8,20,4,24,14,6,7,9,0,18.7,13.2,5.1,"18,3",14,79,165,"0,61","0,12","0,73","0,43","0,55","0,57","0,15","0,73","0,40","0,56"
2469,Pablo,Torre, ESP,"LT,AT",Barcelona, La Liga,20,2003,5,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1,3,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,04","0,04","0,00","0,04"
2470,David,Torres, ESP,ZG,Valladolid, La Liga,20,2003,3,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1,5,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,00","0,01"
2471,Ferrán,Torres, ESP,AT,Barcelona, La Liga,23,2000,29,13,1.267,14.1,4,1,5,4,0,1,4,1,4.9,4.1,3.7,"7,8",41,40,166,"0,28","0,07","0,36","0,28","0,36","0,35","0,26","0,61","0,29","0,55"
2472,Óliver,Torres, ESP,"LT,AT",Sevilla, La Liga,28,1994,28,24,1.901,21.1,3,1,4,3,0,0,1,0,2.5,2.5,3.3,"5,8",31,122,148,"0,14","0,05","0,19","0,14","0,19","0,12","0,16","0,27","0,12","0,27"
2473,Pau,Torres, ESP,ZG,Villarreal, La Liga,26,1997,30,30,2.694,29.9,1,0,1,1,0,0,9,0,2.1,2.1,0.8,"3,0",71,185,9,"0,03","0,00","0,03","0,03","0,03","0,07","0,03","0,10","0,07","0,10"
2474,Roberto,Torres, ESP,"AT,LT",Osasuna, La Liga,34,1989,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,"0,3",2,0,1,"0,00","0,00","0,00","0,00","0,00","0,00","2,13","2,13","0,00","2,13"
